t,Fx_pressure_N,Fx_viscous_N
2005.83,-49.40605,-39.17706
2005.85,-49.37492,-39.18962
2005.86,-49.76924,-39.18227
2005.88,-49.78752,-39.28666
2005.9,-50.04717,-39.34866
2005.91,-50.44751,-39.35395
2005.93,-50.21876,-39.34914
2005.95,-50.29272,-39.35882
2005.96,-50.45933,-39.38226
2005.98,-50.46657,-39.41979
2006,-50.48724,-39.45272
2006.01,-50.57586,-39.4844
2006.03,-50.75753,-39.52817
2006.05,-50.65919,-39.57567
2006.06,-50.54729,-39.63708
2006.08,-50.23864,-39.6893
2006.1,-50.1749,-39.73823
2006.11,-50.27434,-39.78689
2006.13,-50.6324,-39.8461
2006.15,-51.11025,-39.91619
2006.17,-51.12542,-40.01489
2006.18,-51.41105,-40.1142
2006.2,-51.49921,-40.213
2006.22,-52.15051,-40.3304
2006.23,-51.38887,-40.48901
2006.25,-52.5097,-40.58658
2006.27,-52.13392,-40.66138
2006.28,-52.48912,-40.67283
2006.3,-52.78738,-40.688
2006.32,-53.04946,-40.71588
2006.33,-53.32899,-40.75092
2006.35,-53.54801,-40.78801
2006.37,-53.63435,-40.83181
2006.38,-56.16119,-40.89092
2006.4,-54.85289,-41.00858
2006.42,-55.15789,-41.14346
2006.43,-54.87814,-41.3292
2006.45,-55.12851,-41.44322
2006.47,-55.42998,-41.55946
2006.48,-55.92096,-41.65899
2006.5,-56.29738,-41.76974
2006.51,-56.74282,-41.92914
2006.53,-56.67793,-42.18142
2006.55,-56.64217,-42.37274
2006.56,-56.7438,-42.48297
2006.58,-56.54081,-42.57346
2006.6,-56.3356,-42.657
2006.61,-55.99032,-42.77425
2006.63,-55.55578,-42.89482
2006.65,-55.5094,-43.02574
2006.66,-55.24731,-43.18816
2006.68,-54.43485,-43.36871
2006.7,-54.13777,-43.51659
2006.72,-53.61783,-43.64541
2006.73,-52.97527,-43.75591
2006.75,-52.39744,-43.85547
2006.77,-51.69149,-43.92857
2006.79,-50.79463,-43.99079
2006.81,-50.01898,-44.03515
2006.83,-49.16013,-44.06505
2006.85,-48.2879,-44.06867
2006.87,-47.56098,-44.07044
2006.89,-46.87315,-44.05646
2006.91,-45.9747,-44.03317
2006.93,-45.20303,-44.00321
2006.95,-44.43031,-43.95572
2006.97,-43.67656,-43.92051
2006.99,-42.82677,-43.89355
2007.01,-42.02416,-43.8586
2007.03,-41.3166,-43.83018
2007.05,-40.65794,-43.79811
2007.07,-39.87252,-43.75457
2007.09,-39.37258,-43.73072
2007.11,-39.00689,-43.70274
2007.13,-38.50601,-43.67484
2007.15,-38.13017,-43.66151
2007.17,-37.66883,-43.64304
2007.19,-37.25567,-43.62747
2007.21,-36.89322,-43.61963
2007.23,-36.59099,-43.61041
2007.25,-36.17506,-43.60382
2007.27,-35.74067,-43.58968
2007.29,-35.31037,-43.57588
2007.31,-34.74617,-43.57128
2007.33,-34.11874,-43.55247
2007.35,-33.64191,-43.52464
2007.37,-32.99971,-43.48134
2007.39,-32.19552,-43.42956
2007.41,-31.43758,-43.37289
2007.43,-30.74195,-43.32837
2007.45,-29.98309,-43.281
2007.47,-28.96127,-43.23214
2007.49,-27.95547,-43.18021
2007.51,-26.85583,-43.13316
2007.53,-25.65915,-43.07524
2007.55,-24.2732,-43.0238
2007.57,-22.9629,-42.96568
